t,plant_id,solar_cf
2,134052,0.0
2,134053,0.0
2,134054,0.0
2,134651,0.0
2,134655,0.0
2,134656,0.0
2,134661,0.0
2,135235,0.0
2,135236,0.0
2,135239,0.0
2,135254,0.0
2,135800,0.0
2,135801,0.0
2,135804,0.0
2,135808,0.0
2,135814,0.0
2,136365,0.0
2,136934,0.0
2,136936,0.0
2,138109,0.0
2,138700,0.0
2,139264,0.0
2,139268,0.0
2,139278,0.0
2,139850,0.0
2,139852,0.0
2,139855,0.0
2,139860,0.0
2,139861,0.0
2,139874,0.0
2,140432,0.0
2,140433,0.0
2,140435,0.0
2,140436,0.0
2,141004,0.0
2,141007,0.0
2,141015,0.0
2,141016,0.0
2,141559,0.0
2,141560,0.0
2,141561,0.0
2,141565,0.0
2,141566,0.0
2,141568,0.0
2,142109,0.0
2,142112,0.0
2,142114,0.0
2,142659,0.0
2,143738,0.0
2,145282,0.0
2,146833,0.0
2,147338,0.0
2,148845,0.0
2,149362,0.0
2,149880,0.0
2,149885,0.0
2,150913,0.0
2,151931,0.0
2,156040,0.0
2,159845,0.0
2,161279,0.0
2,161280,0.0
2,161776,0.0
2,161782,0.0
2,87121,0.0
2,93327,0.0
2,96330,0.0
2,96933,0.0
2,99270,0.0
3,103930,0.0
3,103932,0.0
3,105646,0.0
3,105648,0.0
3,106203,0.0
3,122399,0.0
3,124580,0.0
3,124614,0.0
3,125672,0.0
3,125696,0.0
3,126219,0.0
3,127270,0.0
3,127271,0.0
3,127272,0.0
3,127790,0.0
3,128324,0.0
3,128328,0.0
3,128893,0.0
3,129443,0.0
3,130582,0.0
3,131125,0.0
3,131149,0.0
3,131153,0.0
3,131732,0.0
3,132308,0.0
3,132875,0.0
3,132876,0.0
3,132877,0.0
3,132878,0.0
3,132879,0.0
3,133457,0.0
3,134052,0.0
3,134053,0.0
3,134054,0.0
3,134651,0.0
3,134655,0.0
3,134656,0.0
3,134661,0.0
3,135235,0.0
3,135236,0.0
3,135239,0.0
3,135254,0.0
3,135800,0.0
3,135801,0.0
3,135804,0.0
3,135808,0.0
3,135814,0.0
3,136365,0.0
3,136934,0.0
3,136936,0.0
3,138109,0.0
3,138700,0.0
3,139264,0.0
3,139268,0.0
3,139278,0.0
3,139850,0.0
3,139852,0.0
3,139855,0.0
3,139860,0.0
3,139861,0.0
3,139874,0.0
3,140432,0.0
3,140433,0.0
3,140435,0.0
3,140436,0.0
3,141004,0.0
3,141007,0.0
3,141015,0.0
3,141016,0.0
3,141559,0.0
3,141560,0.0
3,141561,0.0
3,141565,0.0
3,141566,0.0
3,141568,0.0
3,142109,0.0
3,142112,0.0
3,142114,0.0
3,142659,0.0
3,143738,0.0
3,145282,0.0
3,146833,0.0
3,147338,0.0
3,148845,0.0
3,149362,0.0
3,149880,0.0
3,149885,0.0
3,150913,0.0
3,151931,0.0
3,156040,0.0
3,159845,0.0
3,161279,0.0
3,161280,0.0
3,161776,0.0
3,161782,0.0
3,87121,0.0
3,93327,0.0
3,96330,0.0
3,96933,0.0
3,99270,0.0
4,103930,0.0
4,103932,0.0
4,105646,0.0
4,105648,0.0
4,106203,0.0
4,122399,0.0
4,124580,0.0
4,124614,0.0
4,125672,0.0
4,125696,0.0
4,126219,0.0
4,127270,0.0
4,127271,0.0
4,127272,0.0
4,127790,0.0
4,128324,0.0
4,128328,0.0
4,128893,0.0
4,129443,0.0
4,130582,0.0
4,131125,0.0
4,131149,0.0
4,131153,0.0
4,131732,0.0
4,132308,0.0
4,132875,0.0
4,132876,0.0
4,132877,0.0
4,132878,0.0
4,132879,0.0
4,133457,0.0
4,134052,0.0
4,134053,0.0
4,134054,0.0
4,134651,0.0
4,134655,0.0
4,134656,0.0
4,134661,0.0
4,135235,0.0
4,135236,0.0
4,135239,0.0
4,135254,0.0
4,135800,0.0
4,135801,0.0
4,135804,0.0
4,135808,0.0
4,135814,0.0
4,136365,0.0
4,136934,0.0
4,136936,0.0
4,138109,0.0
4,138700,0.0
4,139264,0.0
4,139268,0.0
4,139278,0.0
4,139850,0.0
4,139852,0.0
4,139855,0.0
4,139860,0.0
4,139861,0.0
4,139874,0.0
4,140432,0.0
4,140433,0.0
4,140435,0.0
4,140436,0.0
4,141004,0.0
4,141007,0.0
4,141015,0.0
4,141016,0.0
4,141559,0.0
4,141560,0.0
4,141561,0.0
4,141565,0.0
4,141566,0.0
4,141568,0.0
4,142109,0.0
4,142112,0.0
4,142114,0.0
4,142659,0.0
4,143738,0.0
4,145282,0.0
4,146833,0.0
4,147338,0.0
4,148845,0.0
4,149362,0.0
4,149880,0.0
4,149885,0.0
4,150913,0.0
4,151931,0.0
4,156040,0.0
4,159845,0.0
4,161279,0.0
4,161280,0.0
4,161776,0.0
4,161782,0.0
4,87121,0.0
4,93327,0.0
4,96330,0.0
4,96933,0.0
4,99270,0.0
5,103930,0.0
5,103932,0.0
5,105646,0.0
5,105648,0.0
5,106203,0.0
5,122399,0.0
5,124580,0.0
5,124614,0.0
5,125672,0.0
5,125696,0.0
5,126219,0.0
5,127270,0.0
5,127271,0.0
5,127272,0.0
5,127790,0.0
5,128324,0.0
5,128328,0.0
5,128893,0.0
5,129443,0.0
5,130582,0.0
5,131125,0.0
5,131149,0.0
5,131153,0.0
5,131732,0.0
5,132308,0.0
5,132875,0.0
5,132876,0.0
5,132877,0.0
5,132878,0.0
5,132879,0.0
5,133457,0.0
5,134052,0.0
5,134053,0.0
5,134054,0.0
5,134651,0.0
5,134655,0.0
5,134656,0.0
5,134661,0.0
5,135235,0.0
5,135236,0.0
5,135239,0.0
5,135254,0.0
5,135800,0.0
5,135801,0.0
5,135804,0.0
5,135808,0.0
5,135814,0.0
5,136365,0.0
5,136934,0.0
5,136936,0.0
5,138109,0.0
5,138700,0.0
5,139264,0.0
5,139268,0.0
5,139278,0.0
5,139850,0.0
5,139852,0.0
5,139855,0.0
5,139860,0.0
5,139861,0.0
5,139874,0.0
5,140432,0.0
5,140433,0.0
5,140435,0.0
5,140436,0.0
5,141004,0.0
5,141007,0.0
5,141015,0.0
5,141016,0.0
5,141559,0.0
5,141560,0.0
5,141561,0.0
5,141565,0.0
5,141566,0.0
5,141568,0.0
5,142109,0.0
5,142112,0.0
5,142114,0.0
5,142659,0.0
5,143738,0.0
5,145282,0.0
5,146833,0.0
5,147338,0.0
5,148845,0.0
5,149362,0.0
5,149880,0.0
5,149885,0.0
5,150913,0.0
5,151931,0.0
5,156040,0.0
5,159845,0.0
5,161279,0.0
5,161280,0.0
5,161776,0.0
5,161782,0.0
5,87121,0.0
5,93327,0.0
5,96330,0.0
5,96933,0.0
5,99270,0.0
6,103930,0.0
6,103932,0.0
6,105646,0.0
6,105648,0.0
6,106203,0.0
6,122399,0.0
6,124580,0.0
6,124614,0.0
6,125672,0.0
6,125696,0.0
6,126219,0.0
6,127270,0.0
6,127271,0.0
6,127272,0.0
6,127790,0.0
6,128324,0.0
6,128328,0.0
6,128893,0.0
6,129443,0.0
6,130582,0.0
6,131125,0.0
6,131149,0.0
6,131153,0.0
6,131732,0.0
6,132308,0.0
6,132875,0.0
6,132876,0.0
6,132877,0.0
6,132878,0.0
6,132879,0.0
6,133457,0.0
6,134052,0.0
6,134053,0.0
6,134054,0.0
6,134651,0.0
6,134655,0.0
6,134656,0.0
6,134661,0.0
6,135235,0.0
6,135236,0.0
6,135239,0.0
6,135254,0.0
6,135800,0.0
6,135801,0.0
6,135804,0.0
6,135808,0.0
6,135814,0.0
6,136365,0.0
6,136934,0.0
6,136936,0.0
6,138109,0.0
6,138700,0.0
6,139264,0.0
6,139268,0.0
6,139278,0.0
6,139850,0.0
6,139852,0.0
6,139855,0.0
6,139860,0.0
6,139861,0.0
6,139874,0.0
6,140432,0.0
6,140433,0.0
6,140435,0.0
6,140436,0.0
6,141004,0.0
6,141007,0.0
6,141015,0.0
6,141016,0.0
6,141559,0.0
6,141560,0.0
6,141561,0.0
6,141565,0.0
6,141566,0.0
6,141568,0.0
6,142109,0.0
6,142112,0.0
6,142114,0.0
6,142659,0.0
6,143738,0.0
6,145282,0.0
6,146833,0.0
6,147338,0.0
6,148845,0.0
6,149362,0.0
6,149880,0.0
6,149885,0.0
6,150913,0.0
6,151931,0.0
6,156040,0.0
6,159845,0.0
6,161279,0.0
6,161280,0.0
6,161776,0.0
6,161782,0.0
6,87121,0.0
6,93327,0.0
6,96330,0.0
6,96933,0.0
6,99270,0.0
7,103930,0.032
7,103932,0.0325
7,105646,0.02
7,105648,0.021
7,106203,0.0325
7,122399,0.05
7,124580,0.025
7,124614,0.0515
7,125672,0.017
7,125696,0.047
7,126219,0.047
7,127270,0.054
7,127271,0.0245
7,127272,0.0195
7,127790,0.036
7,128324,0.0355
7,128328,0.0405
7,128893,0.0555
7,129443,0.0565
7,130582,0.0625
7,131125,0.0325
7,131149,0.0555
7,131153,0.063
7,131732,0.062
7,132308,0.0565
7,132875,0.0585
7,132876,0.0585
7,132877,0.0575
7,132878,0.0575
7,132879,0.0575
7,133457,0.0105
7,134052,0.052
7,134053,0.057
7,134054,0.057
7,134651,0.052
7,134655,0.0555
7,134656,0.057
7,134661,0.0635
7,135235,0.0535
7,135236,0.053
7,135239,0.0635
7,135254,0.0715
7,135800,0.0535
7,135801,0.054
7,135804,0.064
7,135808,0.065
7,135814,0.072
7,136365,0.0665
7,136934,0.04
7,136936,0.0575
7,138109,0.0665
7,138700,0.0715
7,139264,0.0525
7,139268,0.059
7,139278,0.0705
7,139850,0.0525
7,139852,0.058
7,139855,0.0615
7,139860,0.071
7,139861,0.072
7,139874,0.104
7,140432,0.06
7,140433,0.068
7,140435,0.0695
7,140436,0.0705
7,141004,0.068
7,141007,0.073
7,141015,0.081
7,141016,0.0805
7,141559,0.073
7,141560,0.073
7,141561,0.073
7,141565,0.0785
7,141566,0.0785
7,141568,0.0805
7,142109,0.0735
7,142112,0.078
7,142114,0.0785
7,142659,0.0755
7,143738,0.0705
7,145282,0.0685
7,146833,0.0715
7,147338,0.0705
7,148845,0.0715
7,149362,0.0725
7,149880,0.0725
7,149885,0.0775
7,150913,0.0745
7,151931,0.075
7,156040,0.0865
7,159845,0.094
7,161279,0.1
7,161280,0.1
7,161776,0.098
7,161782,0.105
7,87121,0.0065
7,93327,0.0
7,96330,0.0
7,96933,0.0
7,99270,0.0
8,103930,0.3076
8,103932,0.3015
8,105646,0.311
8,105648,0.2035
8,106203,0.3
8,122399,0.338
8,124580,0.268
8,124614,0.3406
8,125672,0.2925
8,125696,0.3335
8,126219,0.334
8,127270,0.25
8,127271,0.272
8,127272,0.2725
8,127790,0.3105
8,128324,0.313
8,128328,0.3086
8,128893,0.356
8,129443,0.27
8,130582,0.377
8,131125,0.291
8,131149,0.354
8,131153,0.3806
8,131732,0.3765
8,132308,0.363
8,132875,0.3765
8,132876,0.3765
8,132877,0.3694
8,132878,0.368
8,132879,0.3694
8,133457,0.253
8,134052,0.3606
8,134053,0.374
8,134054,0.366
8,134651,0.3606
8,134655,0.367
8,134656,0.366
8,134661,0.376
8,135235,0.363
8,135236,0.3584
8,135239,0.3745
8,135254,0.3926
8,135800,0.363
8,135801,0.362
8,135804,0.376
8,135808,0.375
8,135814,0.398
8,136365,0.384
8,136934,0.3054
8,136936,0.3616
8,138109,0.3826
8,138700,0.3926
8,139264,0.3484
8,139268,0.3665
8,139278,0.3894
8,139850,0.3484
8,139852,0.363
8,139855,0.377
8,139860,0.3926
8,139861,0.3945
8,139874,0.449
8,140432,0.3674
8,140433,0.382
8,140435,0.3875
8,140436,0.392
8,141004,0.382
8,141007,0.393
8,141015,0.4194
8,141016,0.419
8,141559,0.393
8,141560,0.3955
8,141561,0.393
8,141565,0.4116
8,141566,0.4104
8,141568,0.419
8,142109,0.397
8,142112,0.4084
8,142114,0.41
8,142659,0.399
8,143738,0.389
8,145282,0.3765
8,146833,0.381
8,147338,0.3694
8,148845,0.3865
8,149362,0.386
8,149880,0.386
8,149885,0.3845
8,150913,0.393
8,151931,0.395
8,156040,0.43
8,159845,0.4275
8,161279,0.4314
8,161280,0.4314
8,161776,0.432
8,161782,0.4385
8,87121,0.245
8,93327,0.2075
8,96330,0.2145
8,96933,0.2195
8,99270,0.2125
9,103930,0.509
9,103932,0.498
9,105646,0.5083
9,105648,0.5093
9,106203,0.4934
9,122399,0.501
9,124580,0.4766
9,124614,0.503
9,125672,0.4934
9,125696,0.505
9,126219,0.505
9,127270,0.513
9,127271,0.5107
9,127272,0.512
9,127790,0.4985
9,128324,0.508
9,128328,0.4944
9,128893,0.52
9,129443,0.5205
9,130582,0.533
9,131125,0.492
9,131149,0.5166
9,131153,0.535
9,131732,0.5356
9,132308,0.529
9,132875,0.5435
9,132876,0.5435
9,132877,0.536
9,132878,0.534
9,132879,0.536
9,133457,0.511
9,134052,0.5356
9,134053,0.5444
9,134054,0.5327
9,134651,0.5356
9,134655,0.5386
9,134656,0.5327
9,134661,0.5303
9,135235,0.5337
9,135236,0.53
9,135239,0.5283
9,135254,0.53
9,135800,0.5337
9,135801,0.534
9,135804,0.5283
9,135808,0.522
9,135814,0.5356
9,136365,0.535
9,136934,0.4885
9,136936,0.522
9,138109,0.531
9,138700,0.5283
9,139264,0.5127
9,139268,0.524
9,139278,0.5254
9,139850,0.5127
9,139852,0.5215
9,139855,0.532
9,139860,0.527
9,139861,0.529
9,139874,0.547
9,140432,0.522
9,140433,0.522
9,140435,0.526
9,140436,0.5317
9,141004,0.522
9,141007,0.524
9,141015,0.5425
9,141016,0.5366
9,141559,0.524
9,141560,0.5254
9,141561,0.524
9,141565,0.5347
9,141566,0.5347
9,141568,0.5366
9,142109,0.5273
9,142112,0.53
9,142114,0.5347
9,142659,0.5254
9,143738,0.5215
9,145282,0.5073
9,146833,0.505
9,147338,0.498
9,148845,0.5117
9,149362,0.507
9,149880,0.507
9,149885,0.501
9,150913,0.512
9,151931,0.5156
9,156040,0.54
9,159845,0.5317
9,161279,0.5317
9,161280,0.5317
9,161776,0.536
9,161782,0.535
9,87121,0.474
9,93327,0.067
9,96330,0.0205
9,96933,0.318
9,99270,0.4485
10,103930,0.49
10,103932,0.4824
10,105646,0.4915
10,105648,0.4915
10,106203,0.4795
10,122399,0.486
10,124580,0.4775
10,124614,0.484
10,125672,0.4824
10,125696,0.489
10,126219,0.49
10,127270,0.496
10,127271,0.494
10,127272,0.495
10,127790,0.484
10,128324,0.495
10,128328,0.4814
10,128893,0.503
10,129443,0.504
10,130582,0.5137
10,131125,0.485
10,131149,0.5005
10,131153,0.517
10,131732,0.514
10,132308,0.509
10,132875,0.526
10,132876,0.526
10,132877,0.5186
10,132878,0.5146
10,132879,0.5186
10,133457,0.495
10,134052,0.5205
10,134053,0.526
10,134054,0.5146
10,134651,0.5205
10,134655,0.519
10,134656,0.5146
10,134661,0.513
10,135235,0.517
10,135236,0.516
10,135239,0.5093
10,135254,0.508
10,135800,0.517
10,135801,0.516
10,135804,0.5093
10,135808,0.5044
10,135814,0.514
10,136365,0.515
10,136934,0.4805
10,136936,0.5034
10,138109,0.512
10,138700,0.5073
10,139264,0.494
10,139268,0.505
10,139278,0.504
10,139850,0.494
10,139852,0.5005
10,139855,0.5107
10,139860,0.5054
10,139861,0.5093
10,139874,0.515
10,140432,0.5024
10,140433,0.5024
10,140435,0.5054
10,140436,0.5093
10,141004,0.5024
10,141007,0.503
10,141015,0.5186
10,141016,0.5034
10,141559,0.503
10,141560,0.503
10,141561,0.503
10,141565,0.5117
10,141566,0.5117
10,141568,0.5034
10,142109,0.505
10,142112,0.508
10,142114,0.511
10,142659,0.5044
10,143738,0.502
10,145282,0.4866
10,146833,0.4875
10,147338,0.4805
10,148845,0.49
10,149362,0.489
10,149880,0.489
10,149885,0.485
10,150913,0.493
10,151931,0.4966
10,156040,0.522
10,159845,0.516
10,161279,0.5166
10,161280,0.5166
10,161776,0.5176
10,161782,0.519
10,87121,0.4646
10,93327,0.1235
10,96330,0.0605
10,96933,0.2015
10,99270,0.4646
11,103930,0.443
11,103932,0.4365
11,105646,0.4446
11,105648,0.444
11,106203,0.435
11,122399,0.448
11,124580,0.441
11,124614,0.447
11,125672,0.4446
11,125696,0.452
11,126219,0.4524
11,127270,0.457
11,127271,0.456
11,127272,0.4565
11,127790,0.447
11,128324,0.455
11,128328,0.442
11,128893,0.465
11,129443,0.465
11,130582,0.474
11,131125,0.4504
11,131149,0.463
11,131153,0.476
11,131732,0.474
11,132308,0.47
11,132875,0.4846
11,132876,0.4846
11,132877,0.478
11,132878,0.475
11,132879,0.478
11,133457,0.459
11,134052,0.4785
11,134053,0.4846
11,134054,0.476
11,134651,0.4785
11,134655,0.4795
11,134656,0.476
11,134661,0.474
11,135235,0.4785
11,135236,0.4756
11,135239,0.472
11,135254,0.468
11,135800,0.4785
11,135801,0.4766
11,135804,0.4724
11,135808,0.467
11,135814,0.4756
11,136365,0.476
11,136934,0.4465
11,136936,0.4675
11,138109,0.474
11,138700,0.468
11,139264,0.4585
11,139268,0.4666
11,139278,0.468
11,139850,0.4585
11,139852,0.464
11,139855,0.471
11,139860,0.47
11,139861,0.47
11,139874,0.4766
11,140432,0.464
11,140433,0.465
11,140435,0.467
11,140436,0.4705
11,141004,0.465
11,141007,0.466
11,141015,0.479
11,141016,0.461
11,141559,0.466
11,141560,0.4685
11,141561,0.466
11,141565,0.4756
11,141566,0.4734
11,141568,0.461
11,142109,0.47
11,142112,0.47
11,142114,0.473
11,142659,0.468
11,143738,0.466
11,145282,0.45
11,146833,0.4536
11,147338,0.445
11,148845,0.455
11,149362,0.4556
11,149880,0.4556
11,149885,0.453
11,150913,0.46
11,151931,0.4624
11,156040,0.488
11,159845,0.4814
11,161279,0.485
11,161280,0.485
11,161776,0.4834
11,161782,0.4885
11,87121,0.417
11,93327,0.1825
11,96330,0.157
11,96933,0.3096
11,99270,0.4204
12,103930,0.4314
12,103932,0.425
12,105646,0.431
12,105648,0.433
12,106203,0.4226
12,122399,0.4395
12,124580,0.4236
12,124614,0.4385
12,125672,0.4285
12,125696,0.4414
12,126219,0.4414
12,127270,0.451
12,127271,0.4475
12,127272,0.4475
12,127790,0.432
12,128324,0.439
12,128328,0.4285
12,128893,0.455
12,129443,0.456
12,130582,0.465
12,131125,0.4365
12,131149,0.4536
12,131153,0.4666
12,131732,0.465
12,132308,0.4604
12,132875,0.473
12,132876,0.473
12,132877,0.4675
12,132878,0.465
12,132879,0.4675
12,133457,0.4465
12,134052,0.4656
12,134053,0.4724
12,134054,0.466
12,134651,0.4656
12,134655,0.468
12,134656,0.466
12,134661,0.464
12,135235,0.4656
12,135236,0.462
12,135239,0.4634
12,135254,0.461
12,135800,0.4656
12,135801,0.4656
12,135804,0.4646
12,135808,0.4585
12,135814,0.468
12,136365,0.4666
12,136934,0.432
12,136936,0.458
12,138109,0.4656
12,138700,0.4614
12,139264,0.446
12,139268,0.455
12,139278,0.4614
12,139850,0.446
12,139852,0.454
12,139855,0.4595
12,139860,0.463
12,139861,0.4634
12,139874,0.475
12,140432,0.453
12,140433,0.4575
12,140435,0.4595
12,140436,0.462
12,141004,0.4575
12,141007,0.4595
12,141015,0.4714
12,141016,0.4624
12,141559,0.4595
12,141560,0.46
12,141561,0.4595
12,141565,0.468
12,141566,0.4675
12,141568,0.4624
12,142109,0.464
12,142112,0.464
12,142114,0.4675
12,142659,0.4624
12,143738,0.4575
12,145282,0.441
12,146833,0.447
12,147338,0.436
12,148845,0.4475
12,149362,0.4504
12,149880,0.4504
12,149885,0.4475
12,150913,0.4546
12,151931,0.457
12,156040,0.4824
12,159845,0.4734
12,161279,0.4805
12,161280,0.4805
12,161776,0.476
12,161782,0.4856
12,87121,0.3984
12,93327,0.236
12,96330,0.145
12,96933,0.253
12,99270,0.396
13,103930,0.468
13,103932,0.4614
13,105646,0.468
13,105648,0.468
13,106203,0.458
13,122399,0.4714
13,124580,0.4446
13,124614,0.4705
13,125672,0.4485
13,125696,0.472
13,126219,0.473
13,127270,0.4814
13,127271,0.479
13,127272,0.479
13,127790,0.454
13,128324,0.4624
13,128328,0.452
13,128893,0.4866
13,129443,0.488
13,130582,0.4956
13,131125,0.4585
13,131149,0.4834
13,131153,0.5
13,131732,0.4956
13,132308,0.491
13,132875,0.5054
13,132876,0.5054
13,132877,0.4976
13,132878,0.496
13,132879,0.4976
13,133457,0.474
13,134052,0.4944
13,134053,0.503
13,134054,0.495
13,134651,0.4944
13,134655,0.4956
13,134656,0.495
13,134661,0.4956
13,135235,0.494
13,135236,0.4915
13,135239,0.4924
13,135254,0.492
13,135800,0.494
13,135801,0.4915
13,135804,0.493
13,135808,0.4895
13,135814,0.499
13,136365,0.498
13,136934,0.3574
13,136936,0.4846
13,138109,0.4934
13,138700,0.4905
13,139264,0.4724
13,139268,0.482
13,139278,0.491
13,139850,0.4724
13,139852,0.478
13,139855,0.488
13,139860,0.4915
13,139861,0.4956
13,139874,0.51
13,140432,0.48
13,140433,0.485
13,140435,0.4895
13,140436,0.4924
13,141004,0.485
13,141007,0.4885
13,141015,0.5024
13,141016,0.495
13,141559,0.4885
13,141560,0.4915
13,141561,0.4885
13,141565,0.4995
13,141566,0.4985
13,141568,0.495
13,142109,0.4934
13,142112,0.4956
13,142114,0.498
13,142659,0.4915
13,143738,0.486
13,145282,0.467
13,146833,0.476
13,147338,0.4604
13,148845,0.472
13,149362,0.477
13,149880,0.477
13,149885,0.474
13,150913,0.4824
13,151931,0.4834
13,156040,0.5093
13,159845,0.4966
13,161279,0.5063
13,161280,0.5063
13,161776,0.498
13,161782,0.5107
13,87121,0.4336
13,93327,0.41
13,96330,0.0995
13,96933,0.4175
13,99270,0.415
14,103930,0.506
14,103932,0.4985
14,105646,0.5063
14,105648,0.507
14,106203,0.4934
14,122399,0.504
14,124580,0.4746
14,124614,0.502
14,125672,0.4746
14,125696,0.5063
14,126219,0.507
14,127270,0.514
14,127271,0.509
14,127272,0.5093
14,127790,0.4814
14,128324,0.493
14,128328,0.4814
14,128893,0.518
14,129443,0.519
14,130582,0.528
14,131125,0.488
14,131149,0.514
14,131153,0.533
14,131732,0.5283
14,132308,0.522
14,132875,0.54
14,132876,0.54
14,132877,0.532
14,132878,0.528
14,132879,0.532
14,133457,0.5044
14,134052,0.5273
14,134053,0.5376
14,134054,0.528
14,134651,0.5273
14,134655,0.528
14,134656,0.528
14,134661,0.5254
14,135235,0.5273
14,135236,0.5225
14,135239,0.522
14,135254,0.5215
14,135800,0.5273
14,135801,0.524
14,135804,0.5225
14,135808,0.518
14,135814,0.531
14,136365,0.5283
14,136934,0.4795
14,136936,0.5137
14,138109,0.5234
14,138700,0.5205
14,139264,0.5015
14,139268,0.5127
14,139278,0.5205
14,139850,0.5015
14,139852,0.5073
14,139855,0.5186
14,139860,0.5225
14,139861,0.525
14,139874,0.5356
14,140432,0.5083
14,140433,0.5137
14,140435,0.517
14,140436,0.522
14,141004,0.5137
14,141007,0.518
14,141015,0.5337
14,141016,0.526
14,141559,0.518
14,141560,0.521
14,141561,0.518
14,141565,0.5293
14,141566,0.5273
14,141568,0.526
14,142109,0.5225
14,142112,0.5264
14,142114,0.5273
14,142659,0.5205
14,143738,0.5156
14,145282,0.491
14,146833,0.504
14,147338,0.4834
14,148845,0.497
14,149362,0.5034
14,149880,0.5034
14,149885,0.4995
14,150913,0.5093
14,151931,0.51
14,156040,0.536
14,159845,0.516
14,161279,0.53
14,161280,0.53
14,161776,0.518
14,161782,0.5337
14,87121,0.4756
14,93327,0.4355
14,96330,0.15
14,96933,0.443
14,99270,0.4424
15,103930,0.4346
15,103932,0.4214
15,105646,0.435
15,105648,0.434
15,106203,0.4214
15,122399,0.4326
15,124580,0.433
15,124614,0.431
15,125672,0.43
15,125696,0.442
15,126219,0.444
15,127270,0.443
15,127271,0.4385
15,127272,0.437
15,127790,0.435
15,128324,0.45
15,128328,0.433
15,128893,0.4504
15,129443,0.449
15,130582,0.4514
15,131125,0.444
15,131149,0.448
15,131153,0.4575
15,131732,0.454
15,132308,0.4556
15,132875,0.475
15,132876,0.475
15,132877,0.4646
15,132878,0.463
15,132879,0.4646
15,133457,0.45
15,134052,0.475
15,134053,0.4775
15,134054,0.462
15,134651,0.475
15,134655,0.4705
15,134656,0.462
15,134661,0.4536
15,135235,0.4734
15,135236,0.4675
15,135239,0.4495
15,135254,0.4385
15,135800,0.4734
15,135801,0.4695
15,135804,0.4495
15,135808,0.4424
15,135814,0.4495
15,136365,0.4556
15,136934,0.4285
15,136936,0.452
15,138109,0.453
15,138700,0.444
15,139264,0.444
15,139268,0.4556
15,139278,0.4465
15,139850,0.444
15,139852,0.4524
15,139855,0.46
15,139860,0.447
15,139861,0.448
15,139874,0.4246
15,140432,0.4524
15,140433,0.444
15,140435,0.4446
15,140436,0.4485
15,141004,0.444
15,141007,0.4424
15,141015,0.45
15,141016,0.4446
15,141559,0.4424
15,141560,0.4436
15,141561,0.4424
15,141565,0.448
15,141566,0.446
15,141568,0.4446
15,142109,0.447
15,142112,0.4456
15,142114,0.4475
15,142659,0.444
15,143738,0.4495
15,145282,0.425
15,146833,0.435
15,147338,0.4226
15,148845,0.432
15,149362,0.4395
15,149880,0.4395
15,149885,0.4326
15,150913,0.444
15,151931,0.4465
15,156040,0.4624
15,159845,0.4475
15,161279,0.459
15,161280,0.459
15,161776,0.4485
15,161782,0.4585
15,87121,0.414
15,93327,0.3894
15,96330,0.3965
15,96933,0.3955
15,99270,0.4
16,103930,0.122
