t,plant_id,wind_cf
2,96501,0.267
2,98821,0.11816
2,99419,0.0066
3,101213,0.0
3,105903,0.0
3,132274,0.5225
3,132853,0.1289
3,132854,0.0147
3,136900,0.4778
3,136901,0.8022
3,137447,0.872
3,138033,0.8237
3,138046,0.872
3,138047,0.8467
3,138048,0.5527
3,138049,0.771
3,138053,0.3293
3,138624,0.4973
3,138625,0.6294
3,138626,0.872
3,138631,0.24
3,138633,0.4404
3,139185,0.639
3,139195,0.87
3,139196,0.7856
3,139197,0.3992
3,139761,0.7183
3,139762,0.8315
3,139763,0.8125
3,139775,0.6113
3,139778,0.8677
3,140343,0.8687
3,140913,0.872
3,152308,0.7134
3,60982,0.156
3,60983,0.3083
3,60984,0.506
3,61547,0.825
3,62116,0.3638
3,62117,0.8384
3,62118,0.836
3,62665,0.863
3,62666,0.6504
3,62667,0.3079
3,62668,0.37
3,63217,0.3567
3,63220,0.291
3,63780,0.1328
3,64356,0.3005
3,64357,0.03296
3,66740,0.5386
3,67334,0.1761
3,68456,0.3845
3,68495,0.3196
3,68496,0.3655
3,70867,0.1635
3,71466,0.1257
3,71474,0.2793
3,75099,0.2054
3,75713,0.1195
3,76298,0.04367
3,76904,0.02887
3,76905,0.1354
3,77526,0.117
3,78162,0.03293
3,78797,0.02516
3,79432,0.00448
3,80070,0.02635
3,80654,0.03314
3,80699,0.01313
3,80700,0.02199
3,81335,0.02998
3,81336,0.01426
3,81967,0.1582
3,81968,0.0851
3,81969,0.0
3,81970,0.12274
3,82571,0.1652
3,82575,0.00178
3,83752,0.01117
3,84343,0.0
3,86793,0.0193
3,93008,0.2927
3,93009,0.1019
3,93010,0.05246
3,93035,0.01358
3,93592,0.872
3,93595,0.2656
3,93596,0.1045
3,93597,0.07513
3,94165,0.872
3,94167,0.205
3,94168,0.11926
3,94169,0.0757
3,94755,0.1476
3,94756,0.0953
3,94757,0.044
3,95339,0.08356
3,95340,0.04962
3,95341,0.0418
3,96501,0.2158
3,98821,0.1231
3,99419,0.00183
4,101213,0.0
4,105903,0.0
4,132274,0.532
4,132853,0.1351
4,132854,0.01343
4,136900,0.472
4,136901,0.814
4,137447,0.872
4,138033,0.837
4,138046,0.872
4,138047,0.85
4,138048,0.5312
4,138049,0.686
4,138053,0.3154
4,138624,0.5103
4,138625,0.604
4,138626,0.8667
4,138631,0.226
4,138633,0.43
4,139185,0.7617
4,139195,0.871
4,139196,0.7847
4,139197,0.3892
4,139761,0.6855
4,139762,0.8267
4,139763,0.8237
4,139775,0.612
4,139778,0.8643
4,140343,0.8623
4,140913,0.872
4,152308,0.7646
4,60982,0.1887
4,60983,0.2286
4,60984,0.5146
4,61547,0.8545
4,62116,0.35
4,62117,0.845
4,62118,0.845
4,62665,0.8643
4,62666,0.67
4,62667,0.2915
4,62668,0.458
4,63217,0.414
4,63220,0.4094
4,63780,0.165
4,64356,0.3577
4,64357,0.04037
4,66740,0.588
4,67334,0.2117
4,68456,0.4045
4,68495,0.354
4,68496,0.3958
4,70867,0.1868
4,71466,0.1434
4,71474,0.3342
4,75099,0.1794
4,75713,0.1127
4,76298,0.02988
4,76904,0.0335
4,76905,0.1361
4,77526,0.145
4,78162,0.00256
4,78797,0.03323
4,79432,0.00676
4,80070,0.0648
4,80654,0.0623
4,80699,0.05768
4,80700,0.02219
4,81335,0.07776
4,81336,0.0292
4,81967,0.2155
4,81968,0.1349
4,81969,0.02533
4,81970,0.0912
4,82571,0.1393
4,82575,0.00486
4,83752,0.00039
4,84343,0.0
4,86793,0.04346
4,93008,0.3152
4,93009,0.10815
4,93010,0.04288
4,93035,0.01886
4,93592,0.872
4,93595,0.2362
4,93596,0.0947
4,93597,0.07495
4,94165,0.872
4,94167,0.177
4,94168,0.118
4,94169,0.07184
4,94755,0.1521
4,94756,0.08154
4,94757,0.028
4,95339,0.0779
4,95340,0.03687
4,95341,0.0266
4,96501,0.2974
4,98821,0.1174
4,99419,0.00126
5,101213,0.0
5,105903,0.0
5,132274,0.547
5,132853,0.1461
5,132854,0.01768
5,136900,0.439
5,136901,0.7915
5,137447,0.872
5,138033,0.871
5,138046,0.872
5,138047,0.8457
5,138048,0.5137
5,138049,0.592
5,138053,0.3557
5,138624,0.511
5,138625,0.594
5,138626,0.868
5,138631,0.18
5,138633,0.4136
5,139185,0.8447
5,139195,0.872
5,139196,0.778
5,139197,0.341
5,139761,0.715
5,139762,0.829
5,139763,0.8237
5,139775,0.6016
5,139778,0.809
5,140343,0.8555
5,140913,0.872
5,152308,0.656
5,60982,0.2065
5,60983,0.2052
5,60984,0.5386
5,61547,0.8545
5,62116,0.3372
5,62117,0.844
5,62118,0.8364
5,62665,0.862
5,62666,0.6543
5,62667,0.2715
5,62668,0.3638
5,63217,0.4006
5,63220,0.4773
5,63780,0.2039
5,64356,0.3787
5,64357,0.03714
5,66740,0.833
5,67334,0.2399
5,68456,0.398
5,68495,0.3955
5,68496,0.42
5,70867,0.2046
5,71466,0.1334
5,71474,0.2961
5,75099,0.1387
5,75713,0.0958
5,76298,0.0483
5,76904,0.06113
5,76905,0.158
5,77526,0.2029
5,78162,0.00564
5,78797,0.05136
5,79432,0.01625
5,80070,0.0959
5,80654,0.07465
5,80699,0.0903
5,80700,0.04843
5,81335,0.1345
5,81336,0.03427
5,81967,0.2673
5,81968,0.1855
5,81969,0.0374
5,81970,0.08875
5,82571,0.1295
5,82575,0.00718
5,83752,0.00128
5,84343,0.00526
5,86793,0.05936
5,93008,0.3186
5,93009,0.0907
5,93010,0.03317
5,93035,0.00779
5,93592,0.872
5,93595,0.2087
5,93596,0.0663
5,93597,0.04742
5,94165,0.872
5,94167,0.1301
5,94168,0.0816
5,94169,0.0462
5,94755,0.1289
5,94756,0.0788
5,94757,0.034
5,95339,0.0881
5,95340,0.04663
5,95341,0.0323
5,96501,0.3208
5,98821,0.1189
5,99419,0.00126
6,101213,0.0
6,105903,0.0
6,132274,0.57
6,132853,0.1603
6,132854,0.01324
6,136900,0.4783
6,136901,0.8135
6,137447,0.872
6,138033,0.872
6,138046,0.872
6,138047,0.8447
6,138048,0.544
6,138049,0.635
6,138053,0.376
6,138624,0.5083
6,138625,0.5127
6,138626,0.847
6,138631,0.124
6,138633,0.4707
6,139185,0.8457
6,139195,0.872
6,139196,0.775
6,139197,0.3542
6,139761,0.744
6,139762,0.831
6,139763,0.8228
6,139775,0.5947
6,139778,0.863
6,140343,0.866
6,140913,0.872
6,152308,0.667
6,60982,0.302
6,60983,0.2026
6,60984,0.612
6,61547,0.848
6,62116,0.3018
6,62117,0.8384
6,62118,0.844
6,62665,0.8613
6,62666,0.6772
6,62667,0.2954
6,62668,0.371
6,63217,0.496
6,63220,0.5815
6,63780,0.2258
6,64356,0.5327
6,64357,0.0495
6,66740,0.872
6,67334,0.2433
6,68456,0.3003
6,68495,0.4453
6,68496,0.4463
6,70867,0.25
6,71466,0.1434
6,71474,0.3145
6,75099,0.1293
6,75713,0.0959
6,76298,0.0674
6,76904,0.10443
6,76905,0.181
6,77526,0.2595
6,78162,0.02356
6,78797,0.07465
6,79432,0.03284
6,80070,0.1366
6,80654,0.2054
6,80699,0.117
6,80700,0.0573
6,81335,0.1615
6,81336,0.02911
6,81967,0.2998
6,81968,0.2131
6,81969,0.0372
6,81970,0.09424
6,82571,0.10925
6,82575,0.00936
6,83752,0.0
6,84343,0.0
6,86793,0.04916
6,93008,0.4846
6,93009,0.1849
6,93010,0.0708
6,93035,0.0
6,93592,0.872
6,93595,0.2979
6,93596,0.08887
6,93597,0.0712
6,94165,0.872
6,94167,0.1846
6,94168,0.121
6,94169,0.0768
6,94755,0.1738
6,94756,0.1442
6,94757,0.099
6,95339,0.1388
6,95340,0.0977
6,95341,0.09406
6,96501,0.303
6,98821,0.1064
6,99419,0.00488
7,101213,0.0
7,105903,0.0
7,132274,0.583
7,132853,0.1616
7,132854,0.01492
7,136900,0.5186
7,136901,0.84
7,137447,0.872
7,138033,0.872
7,138046,0.872
7,138047,0.85
7,138048,0.5728
7,138049,0.668
7,138053,0.4692
7,138624,0.527
7,138625,0.54
7,138626,0.8506
7,138631,0.128
7,138633,0.706
7,139185,0.8467
7,139195,0.872
7,139196,0.7856
7,139197,0.3699
7,139761,0.7627
7,139762,0.832
7,139763,0.838
7,139775,0.592
7,139778,0.8643
7,140343,0.8657
7,140913,0.872
7,152308,0.563
7,60982,0.426
7,60983,0.3074
7,60984,0.785
7,61547,0.8335
7,62116,0.2463
7,62117,0.806
7,62118,0.8545
7,62665,0.845
7,62666,0.709
7,62667,0.3276
7,62668,0.3757
7,63217,0.6465
7,63220,0.506
7,63780,0.1261
7,64356,0.64
7,64357,0.1267
7,66740,0.872
7,67334,0.2456
7,68456,0.2133
7,68495,0.524
7,68496,0.4639
7,70867,0.2566
7,71466,0.1614
7,71474,0.3694
7,75099,0.1437
7,75713,0.10657
7,76298,0.1342
7,76904,0.2153
7,76905,0.266
7,77526,0.4026
7,78162,0.03062
7,78797,0.0788
7,79432,0.04474
7,80070,0.1671
7,80654,0.3162
7,80699,0.1451
7,80700,0.0558
7,81335,0.2393
7,81336,0.029
7,81967,0.4556
7,81968,0.3464
7,81969,0.03357
7,81970,0.1378
7,82571,0.1285
7,82575,0.00761
7,83752,0.00114
7,84343,0.00471
7,86793,0.03525
7,93008,0.8647
7,93009,0.634
7,93010,0.2688
7,93035,0.0
7,93592,0.872
7,93595,0.7485
7,93596,0.2695
7,93597,0.142
7,94165,0.872
7,94167,0.5664
7,94168,0.266
7,94169,0.1497
7,94755,0.363
7,94756,0.2856
7,94757,0.255
7,95339,0.2035
7,95340,0.1953
7,95341,0.2477
7,96501,0.2233
7,98821,0.1079
7,99419,0.00746
8,101213,0.0
8,105903,0.0
8,132274,0.583
8,132853,0.1693
8,132854,0.02289
8,136900,0.5376
8,136901,0.843
8,137447,0.872
8,138033,0.8716
8,138046,0.872
8,138047,0.872
8,138048,0.6934
8,138049,0.765
8,138053,0.4646
8,138624,0.519
8,138625,0.608
8,138626,0.8677
8,138631,0.116
8,138633,0.5938
8,139185,0.846
8,139195,0.856
8,139196,0.771
8,139197,0.3005
8,139761,0.692
8,139762,0.8306
8,139763,0.8223
8,139775,0.6226
8,139778,0.8657
8,140343,0.8667
8,140913,0.872
8,152308,0.6567
8,60982,0.4502
8,60983,0.4949
8,60984,0.8433
8,61547,0.863
8,62116,0.2742
8,62117,0.8145
8,62118,0.8438
8,62665,0.8687
8,62666,0.7485
8,62667,0.377
8,62668,0.3376
8,63217,0.754
8,63220,0.37
8,63780,0.0756
8,64356,0.5117
8,64357,0.2415
8,66740,0.872
8,67334,0.303
8,68456,0.2932
8,68495,0.59
8,68496,0.51
8,70867,0.2722
8,71466,0.185
8,71474,0.3962
8,75099,0.175
8,75713,0.1289
8,76298,0.3599
8,76904,0.4456
8,76905,0.457
8,77526,0.653
8,78162,0.05615
8,78797,0.1539
8,79432,0.1315
8,80070,0.275
8,80654,0.299
8,80699,0.311
8,80700,0.139
8,81335,0.4763
8,81336,0.0977
8,81967,0.5986
8,81968,0.4905
8,81969,0.1378
8,81970,0.1547
8,82571,0.1361
8,82575,0.00926
8,83752,0.00228
8,84343,0.00942
8,86793,0.0172
8,93008,0.872
8,93009,0.871
8,93010,0.8135
8,93035,0.00186
8,93592,0.872
8,93595,0.872
8,93596,0.795
8,93597,0.4255
8,94165,0.872
8,94167,0.8643
8,94168,0.6123
8,94169,0.3367
8,94755,0.6704
8,94756,0.3315
8,94757,0.178
8,95339,0.264
8,95340,0.1652
8,95341,0.1741
8,96501,0.1335
8,98821,0.09174
8,99419,0.00297
9,101213,0.00212
9,105903,0.0
9,132274,0.6226
9,132853,0.2139
9,132854,0.02164
9,136900,0.5356
9,136901,0.807
9,137447,0.872
9,138033,0.834
9,138046,0.872
9,138047,0.853
9,138048,0.5483
9,138049,0.476
9,138053,0.554
9,138624,0.5166
9,138625,0.529
9,138626,0.7617
9,138631,0.031
9,138633,0.6094
9,139185,0.794
9,139195,0.6333
9,139196,0.755
9,139197,0.2499
9,139761,0.2334
9,139762,0.8535
9,139763,0.785
9,139775,0.606
9,139778,0.82
9,140343,0.855
9,140913,0.872
9,152308,0.6626
9,60982,0.6006
9,60983,0.621
9,60984,0.7993
9,61547,0.8696
9,62116,0.5947
9,62117,0.868
9,62118,0.8477
9,62665,0.869
9,62666,0.7764
9,62667,0.421
9,62668,0.3464
9,63217,0.7983
9,63220,0.3555
9,63780,0.11597
9,64356,0.4214
9,64357,0.1802
9,66740,0.872
9,67334,0.3586
9,68456,0.3093
9,68495,0.5576
9,68496,0.4866
9,70867,0.224
9,71466,0.1677
9,71474,0.4114
9,75099,0.179
9,75713,0.10767
9,76298,0.4338
9,76904,0.542
9,76905,0.4456
9,77526,0.6855
9,78162,0.0816
9,78797,0.1781
9,79432,0.1453
9,80070,0.3198
9,80654,0.3364
9,80699,0.3394
9,80700,0.176
9,81335,0.469
9,81336,0.0804
9,81967,0.5938
9,81968,0.512
9,81969,0.10004
9,81970,0.1772
9,82571,0.1521
9,82575,0.00811
9,83752,0.0081
9,84343,0.00915
9,86793,0.0085
9,93008,0.813
9,93009,0.693
9,93010,0.5415
9,93035,0.0012
9,93592,0.872
9,93595,0.7866
9,93596,0.4333
9,93597,0.2465
9,94165,0.835
9,94167,0.7637
9,94168,0.3975
9,94169,0.2008
9,94755,0.5757
9,94756,0.3103
9,94757,0.192
9,95339,0.2788
9,95340,0.1836
9,95341,0.1866
9,96501,0.1211
9,98821,0.06683
9,99419,0.0
10,101213,0.00225
10,105903,0.0
10,132274,0.6543
10,132853,0.2327
10,132854,0.0133
10,136900,0.4307
10,136901,0.7153
10,137447,0.872
10,138033,0.7505
10,138046,0.872
10,138047,0.8013
10,138048,0.435
10,138049,0.55
10,138053,0.4385
10,138624,0.4575
10,138625,0.3154
10,138626,0.4502
10,138631,0.0
10,138633,0.389
10,139185,0.7407
10,139195,0.607
10,139196,0.7197
10,139197,0.2333
10,139761,0.485
10,139762,0.8657
10,139763,0.7656
10,139775,0.57
10,139778,0.5654
10,140343,0.7373
10,140913,0.872
10,152308,0.798
10,60982,0.6187
10,60983,0.4556
10,60984,0.675
10,61547,0.8677
10,62116,0.698
10,62117,0.872
10,62118,0.8706
10,62665,0.861
10,62666,0.862
10,62667,0.5737
10,62668,0.4185
10,63217,0.7935
10,63220,0.3325
10,63780,0.1188
10,64356,0.4666
10,64357,0.1368
10,66740,0.872
10,67334,0.3972
10,68456,0.3203
10,68495,0.525
10,68496,0.3916
10,70867,0.1482
10,71466,0.1365
10,71474,0.4082
10,75099,0.1469
10,75713,0.0864
10,76298,0.302
10,76904,0.3738
10,76905,0.246
10,77526,0.519
10,78162,0.06012
10,78797,0.1534
10,79432,0.0511
10,80070,0.2147
10,80654,0.2281
10,80699,0.14
10,80700,0.1056
10,81335,0.2764
10,81336,0.03812
10,81967,0.4336
10,81968,0.4175
10,81969,0.06247
10,81970,0.1815
10,82571,0.1317
10,82575,0.00176
10,83752,0.00034
10,84343,0.00139
10,86793,0.0
10,93008,0.3975
10,93009,0.2129
10,93010,0.08453
10,93035,0.0
10,93592,0.872
10,93595,0.4644
10,93596,0.2098
10,93597,0.03967
10,94165,0.658
10,94167,0.4536
10,94168,0.2006
10,94169,0.02956
10,94755,0.258
10,94756,0.134
10,94757,0.069
10,95339,0.06134
10,95340,0.0487
10,95341,0.06696
10,96501,0.1208
10,98821,0.0467
10,99419,0.0
11,101213,0.00522
11,105903,0.0
11,132274,0.6646
11,132853,0.2264
11,132854,0.00414
11,136900,0.4387
11,136901,0.8115
11,137447,0.872
11,138033,0.659
11,138046,0.872
11,138047,0.833
11,138048,0.533
11,138049,0.708
11,138053,0.377
11,138624,0.4805
11,138625,0.3997
11,138626,0.685
11,138631,0.061
11,138633,0.3354
11,139185,0.6797
11,139195,0.7407
11,139196,0.777
11,139197,0.3633
11,139761,0.7627
11,139762,0.871
11,139763,0.8027
11,139775,0.5254
11,139778,0.5303
11,140343,0.718
11,140913,0.872
11,152308,0.8335
11,60982,0.7344
11,60983,0.3728
11,60984,0.6255
11,61547,0.8096
11,62116,0.6265
11,62117,0.872
11,62118,0.872
11,62665,0.861
11,62666,0.8506
11,62667,0.6196
11,62668,0.4783
11,63217,0.774
11,63220,0.2998
11,63780,0.0726
11,64356,0.597
11,64357,0.1512
11,66740,0.872
11,67334,0.3843
11,68456,0.2363
11,68495,0.5283
11,68496,0.3713
11,70867,0.1274
11,71466,0.1144
11,71474,0.4036
11,75099,0.1106
11,75713,0.08795
11,76298,0.1469
11,76904,0.2074
11,76905,0.13
11,77526,0.251
11,78162,0.01296
11,78797,0.0896
11,79432,0.00762
11,80070,0.0934
11,80654,0.4507
11,80699,0.08136
11,80700,0.04028
11,81335,0.1305
11,81336,0.009
11,81967,0.304
11,81968,0.2964
11,81969,0.02675
11,81970,0.1381
11,82571,0.09686
11,82575,0.00347
11,83752,0.0
11,84343,0.0
11,86793,0.0
11,93008,0.1447
11,93009,0.08673
11,93010,0.04498
11,93035,0.0
11,93592,0.688
11,93595,0.1263
11,93596,0.0434
11,93597,0.00124
11,94165,0.504
11,94167,0.10156
11,94168,0.02856
11,94169,0.0
11,94755,0.05463
11,94756,0.01631
11,94757,0.0
11,95339,0.01514
11,95340,0.0019
11,95341,0.0
11,96501,0.09326
11,98821,0.0183
11,99419,0.0
12,101213,0.00901
12,105903,0.0
12,132274,0.6797
12,132853,0.2355
12,132854,0.01167
12,136900,0.4402
12,136901,0.8125
12,137447,0.872
12,138033,0.6973
12,138046,0.872
12,138047,0.8267
12,138048,0.5215
12,138049,0.795
12,138053,0.4065
12,138624,0.536
12,138625,0.568
12,138626,0.7354
12,138631,0.106
12,138633,0.3525
12,139185,0.7197
12,139195,0.8613
12,139196,0.7983
12,139197,0.4153
12,139761,0.866
12,139762,0.87
12,139763,0.801
12,139775,0.4678
12,139778,0.5063
12,140343,0.6846
12,140913,0.853
12,152308,0.85
12,60982,0.7573
12,60983,0.4856
12,60984,0.629
12,61547,0.7417
12,62116,0.4448
12,62117,0.8643
12,62118,0.8716
12,62665,0.7607
12,62666,0.7886
12,62667,0.4604
12,62668,0.5176
12,63217,0.774
12,63220,0.2025
12,63780,0.03546
12,64356,0.4797
12,64357,0.2041
12,66740,0.872
12,67334,0.4136
12,68456,0.1642
12,68495,0.5947
12,68496,0.362
12,70867,0.1277
12,71466,0.09924
12,71474,0.3867
12,75099,0.10156
12,75713,0.0808
12,76298,0.1926
12,76904,0.2507
12,76905,0.1252
12,77526,0.1687
12,78162,0.00273
12,78797,0.08734
12,79432,0.02942
12,80070,0.1256
12,80654,0.63
12,80699,0.0933
12,80700,0.04645
12,81335,0.06885
12,81336,0.00966
12,81967,0.2252
12,81968,0.2216
12,81969,0.01263
12,81970,0.08
12,82571,0.06494
12,82575,0.00432
12,83752,0.0
12,84343,0.0
12,86793,0.0
12,93008,0.11444
12,93009,0.0608
12,93010,0.02423
12,93035,0.0
12,93592,0.539
12,93595,0.1123
12,93596,0.0376
12,93597,0.00054
12,94165,0.4578
12,94167,0.08636
12,94168,0.02417
12,94169,0.0
12,94755,0.052
12,94756,0.01904
12,94757,0.0
12,95339,0.02852
12,95340,0.00496
12,95341,0.0
12,96501,0.06305
12,98821,0.0127
12,99419,0.0
13,101213,0.01345
13,105903,0.0
13,132274,0.692
13,132853,0.257
13,132854,0.0241
13,136900,0.5044
13,136901,0.8447
13,137447,0.872
13,138033,0.7354
13,138046,0.872
13,138047,0.8223
13,138048,0.513
13,138049,0.812
13,138053,0.42
13,138624,0.587
13,138625,0.6885
13,138626,0.794
13,138631,0.148
13,138633,0.2325
13,139185,0.7104
13,139195,0.8633
13,139196,0.795
13,139197,0.4246
13,139761,0.8657
13,139762,0.87
13,139763,0.768
13,139775,0.3948
13,139778,0.4963
13,140343,0.6675
13,140913,0.826
13,152308,0.8247
13,60982,0.7915
13,60983,0.532
13,60984,0.7007
13,61547,0.764
13,62116,0.3892
13,62117,0.832
13,62118,0.8716
13,62665,0.6177
13,62666,0.752
13,62667,0.3938
13,62668,0.3706
13,63217,0.695
13,63220,0.1775
13,63780,0.02588
13,64356,0.5205
13,64357,0.1913
13,66740,0.872
13,67334,0.4077
13,68456,0.2239
13,68495,0.7188
13,68496,0.357
13,70867,0.1671
13,71466,0.1149
13,71474,0.4248
13,75099,0.1309
13,75713,0.1152
13,76298,0.2073
13,76904,0.2103
13,76905,0.1404
13,77526,0.1653
13,78162,0.00134
13,78797,0.07935
13,79432,0.04092
13,80070,0.1458
13,80654,0.705
13,80699,0.0835
13,80700,0.0353
13,81335,0.0725
13,81336,0.01366
13,81967,0.1914
13,81968,0.1853
13,81969,0.00266
13,81970,0.05338
13,82571,0.0276
13,82575,0.00548
13,83752,0.0
13,84343,0.0
13,86793,0.0
13,93008,0.063
13,93009,0.03235
13,93010,0.0034
13,93035,0.02592
13,93592,0.446
13,93595,0.06305
13,93596,0.01402
13,93597,0.0
13,94165,0.376
13,94167,0.04422
13,94168,0.00417
13,94169,0.0
13,94755,0.02824
13,94756,0.00139
13,94757,0.0
13,95339,0.01602
13,95340,0.0
13,95341,0.0
13,96501,0.02039
13,98821,0.00954
13,99419,0.0
14,101213,0.01203
14,105903,0.0
14,132274,0.693
14,132853,0.2632
14,132854,0.03262
14,136900,0.578
14,136901,0.8574
14,137447,0.781
14,138033,0.7397
14,138046,0.872
14,138047,0.8203
14,138048,0.5044
14,138049,0.796
14,138053,0.3872
14,138624,0.6123
14,138625,0.744
14,138626,0.796
14,138631,0.164
14,138633,0.185
14,139185,0.5264
14,139195,0.8643
14,139196,0.7896
14,139197,0.4211
14,139761,0.87
14,139762,0.8706
14,139763,0.7754
14,139775,0.3203
14,139778,0.4702
14,140343,0.6304
14,140913,0.779
14,152308,0.816
14,60982,0.737
14,60983,0.3887
14,60984,0.5522
14,61547,0.749
14,62116,0.296
14,62117,0.8086
14,62118,0.8716
14,62665,0.6646
14,62666,0.784
14,62667,0.423
14,62668,0.2493
14,63217,0.7705
14,63220,0.1858
14,63780,0.03494
14,64356,0.419
14,64357,0.3252
14,66740,0.872
14,67334,0.4382
14,68456,0.3499
14,68495,0.7676
14,68496,0.3696
14,70867,0.1848
14,71466,0.1289
14,71474,0.4585
14,75099,0.2291
14,75713,0.1982
14,76298,0.1174
14,76904,0.1439
14,76905,0.1235
14,77526,0.1361
14,78162,0.00171
14,78797,0.081
14,79432,0.0362
14,80070,0.1484
14,80654,0.8403
14,80699,0.09985
14,80700,0.03714
14,81335,0.0504
14,81336,0.01161
14,81967,0.1058
14,81968,0.1154
14,81969,0.0
14,81970,0.0409
14,82571,0.01927
14,82575,0.00681
14,83752,0.0
14,84343,0.0
14,86793,0.0
14,93008,0.04214
14,93009,0.01164
14,93010,0.0
14,93035,0.00772
14,93592,0.425
14,93595,0.04657
14,93596,0.00455
14,93597,0.0
14,94165,0.3528
14,94167,0.03647
14,94168,0.00302
14,94169,0.0
14,94755,0.02475
14,94756,0.0007
14,94757,0.0
14,95339,0.0149
14,95340,0.0
14,95341,0.0
14,96501,0.02701
14,98821,0.0095
14,99419,0.0
15,101213,0.01165
15,105903,0.0
15,132274,0.702
15,132853,0.2737
15,132854,0.0251
15,136900,0.541
15,136901,0.8423
15,137447,0.387
15,138033,0.645
15,138046,0.872
15,138047,0.8076
15,138048,0.4724
15,138049,0.681
15,138053,0.4688
15,138624,0.5596
15,138625,0.6274
15,138626,0.7256
15,138631,0.118
15,138633,0.3816
15,139185,0.3958
15,139195,0.8306
15,139196,0.739
15,139197,0.336
15,139761,0.8555
15,139762,0.869
15,139763,0.7764
15,139775,0.3748
15,139778,0.4553
15,140343,0.6597
15,140913,0.848
15,152308,0.844
15,60982,0.849
15,60983,0.6396
15,60984,0.778
15,61547,0.81
15,62116,0.2856
15,62117,0.81
15,62118,0.872
15,62665,0.8267
15,62666,0.872
15,62667,0.761
15,62668,0.264
15,63217,0.8633
15,63220,0.223
15,63780,0.4575
